GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
LOC127964043	28.111	27.503	28.005	21.650	18.941	13.709	27.790	27.676	32.590
LOC127963466	1.956	1.843	1.880	0.208	0.644	0.784	0.206	0.304	0.255
LOC127964120	0.055	0.056	0.057	0.000	0.000	0.000	0.000	0.000	0.308
LOC127963465	0.028	0.028	0.029	0.022	0.008	0.008	0.036	0.048	0.045
LOC127963469	0.038	0.039	0.040	0.071	0.030	0.151	0.061	0.066	0.215
LOC127963464	0.027	0.018	0.019	0.074	0.084	0.018	0.064	0.050	0.138
LOC127963467	0.193	0.170	0.188	0.025	0.065	0.098	0.354	0.368	0.478
LOC127964122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963489	0.069	0.071	0.072	0.071	0.090	0.072	0.080	0.125	0.222
cltcl1	1.388	1.297	1.298	0.384	0.355	0.271	0.286	0.286	0.467
LOC127963487	7.814	7.655	7.347	6.111	6.284	5.972	2.608	2.517	3.440
LOC127963492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964224	1.440	1.465	1.494	0.204	0.153	0.102	0.073	0.067	0.061
ikbkb	4.747	4.448	4.392	2.909	2.242	3.099	2.833	2.791	3.314
LOC127963499	13.332	12.913	12.505	8.316	10.335	10.127	14.409	14.157	16.849
LOC127962955	0.875	0.967	0.940	0.726	1.237	1.203	2.721	2.726	2.186
LOC127963702	18.394	18.885	18.407	15.146	17.844	20.711	18.681	21.972	27.056
LOC127963701	384.263	386.418	381.263	302.160	321.945	332.863	401.028	404.852	581.434
acaa2	25.399	26.011	25.240	38.854	38.856	39.407	69.239	74.975	71.177
cb8h22orf39	1.833	1.518	1.549	1.915	1.724	2.193	2.376	1.580	0.665
LOC127963841	1.386	1.323	1.437	2.111	1.511	2.254	2.419	2.619	2.546
si:ch211-51h9.7	1.153	0.805	0.917	2.004	1.344	1.527	2.074	0.993	2.160
LOC127963775	14.797	14.881	14.794	18.737	17.835	19.023	23.778	24.932	25.215
LOC127963755	225.844	222.476	217.347	84.939	63.613	48.110	374.677	369.623	236.835
naif1	2.021	1.904	1.943	2.705	2.004	2.439	1.834	2.111	2.652
LOC127963659	3.400	3.301	3.336	2.079	1.994	1.542	4.121	4.371	2.976
sh3glb2a	1.119	1.040	1.006	0.449	0.308	0.391	0.187	0.200	0.307
LOC127963941	0.660	0.655	0.624	0.453	0.218	0.386	0.274	0.440	0.319
LOC127963041	0.000	0.000	0.000	0.047	0.010	0.020	0.000	0.000	0.000
LOC127963027	0.157	0.162	0.158	0.064	0.055	0.094	0.066	0.065	0.071
LOC127963028	3.443	3.628	3.530	1.743	2.698	2.831	4.383	4.421	5.281
LOC127963026	0.455	0.467	0.476	0.815	0.201	0.784	0.160	0.122	0.160
LOC127963024	2.462	2.455	2.418	2.327	2.028	2.273	3.027	2.708	2.772
LOC127963238	1.330	1.296	1.326	0.826	0.782	0.871	3.346	3.172	1.730
rab35b	1.396	1.467	1.360	2.846	3.910	3.976	2.735	2.896	2.218
LOC127963705	0.115	0.112	0.120	0.014	0.021	0.066	0.218	0.180	0.117
LOC127962977	0.059	0.042	0.043	0.050	0.032	0.050	0.004	0.008	0.000
LOC127962979	9.436	9.183	9.161	2.833	2.540	2.023	3.153	3.024	3.271
LOC127964233	0.606	0.634	0.614	1.011	0.625	0.581	0.545	0.562	0.445
myl2b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963651	69.759	68.520	66.633	12.877	9.680	8.140	88.867	84.067	44.757
rad9b	7.836	7.925	7.416	1.687	1.661	1.153	7.533	7.093	4.310
srrd	7.289	8.149	7.349	8.255	7.835	5.079	9.004	8.544	11.555
si:ch211-166a6.5	6.689	6.533	6.796	0.914	1.293	1.295	1.446	1.277	1.765
LOC127963091	0.000	0.000	0.000	0.185	0.157	0.330	0.058	0.125	0.000
LOC127963092	8.693	8.683	8.871	4.771	4.754	5.061	9.256	9.886	9.765
LOC127963094	1.169	1.029	1.137	0.554	0.800	0.725	0.816	0.816	0.522
LOC127964126	0.000	0.000	0.000	0.000	0.014	0.000	0.118	0.205	0.000
LOC127963931	6.212	5.986	5.919	5.110	4.793	4.137	6.791	6.123	5.559
LOC127964146	3.066	2.849	3.109	1.373	1.487	1.082	16.749	16.926	6.728
LOC127964127	0.038	0.000	0.000	0.209	0.119	0.208	0.000	0.000	0.000
LOC127964025	0.324	0.322	0.329	0.192	0.633	0.655	0.150	0.160	0.110
LOC127962956	4.571	4.408	5.014	3.857	4.380	4.069	6.031	6.071	5.355
LOC127964033	12.961	12.629	12.482	7.346	5.296	4.642	8.244	8.419	9.109
LOC127962902	0.073	0.074	0.076	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963734	2.110	2.167	2.144	0.935	1.050	1.087	1.828	1.585	1.587
LOC127963762	7.865	7.942	7.858	8.054	6.973	7.396	13.770	14.523	18.916
LOC127964239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963696	0.000	0.000	0.000	0.048	0.029	0.041	0.018	0.045	0.000
LOC127963333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963330	0.208	0.171	0.175	1.599	2.166	2.481	0.000	0.000	0.117
LOC127963331	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963329	0.153	0.115	0.113	0.204	0.188	0.241	0.018	0.031	0.105
LOC127962934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127962935	0.194	0.199	0.203	0.000	0.000	0.000	0.000	0.000	0.000
si:ch211-255g12.8	0.465	0.422	0.412	0.223	0.176	0.197	0.294	0.270	0.335
LOC127963731	0.039	0.040	0.041	0.018	0.015	0.023	0.023	0.000	0.009
LOC127964213	3.773	3.799	3.534	1.409	1.758	1.588	2.944	2.768	2.992
LOC127963023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
gpd1a	0.405	0.370	0.377	0.000	0.000	0.000	0.000	0.039	0.000
LOC127963054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964061	6.050	5.794	5.720	1.800	1.633	1.558	0.945	0.833	2.139
LOC127963511	0.125	0.113	0.115	0.087	0.210	0.179	0.075	0.067	0.044
LOC127963508	0.339	0.389	0.383	2.777	3.359	3.123	0.507	0.698	0.622
LOC127963976	24.102	23.390	23.655	20.032	14.461	12.785	23.135	22.735	21.027
LOC127963977	0.400	0.425	0.404	0.442	0.337	0.282	0.485	0.412	0.539
LOC127963097	0.191	0.196	0.200	0.371	0.602	0.392	0.369	0.165	0.179
LOC127963523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963522	0.000	0.029	0.000	0.013	0.033	0.000	0.000	0.000	0.000
LOC127963520	2.870	2.822	3.033	2.775	2.479	1.772	1.463	1.719	2.088
LOC127964130	0.054	0.028	0.028	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963829	3.789	3.746	3.674	2.968	3.178	3.744	3.321	3.352	2.782
LOC127963831	2.850	2.744	2.861	1.785	1.123	1.523	3.978	4.121	3.130
mecp2	2.301	2.162	2.279	1.201	1.252	1.226	1.337	1.396	1.513
LOC127963095	0.304	0.332	0.297	4.211	5.021	4.661	0.049	0.070	0.000
fgd1	0.135	0.139	0.142	0.209	0.167	0.117	0.140	0.155	0.187
LOC127963594	2.958	3.030	2.952	3.392	3.391	3.699	13.268	13.629	5.624
LOC127962998	0.785	0.701	0.654	0.484	0.515	0.527	0.268	0.263	0.245
cxxc1a	15.306	14.913	14.839	6.686	5.761	4.605	8.957	9.288	10.463
LOC127964200	2.433	2.364	2.293	0.984	0.770	0.853	1.114	1.120	1.594
ccdc120a	1.821	1.833	1.758	0.649	1.032	1.017	1.235	1.130	0.624
abcd1	3.529	3.428	3.415	1.265	1.373	1.256	8.173	8.064	3.904
LOC127963421	0.312	0.320	0.340	0.285	0.301	0.230	0.585	0.642	0.238
LOC127963846	1.727	1.729	1.720	0.786	0.502	0.581	2.752	3.026	3.197
LOC127963848	3.208	3.116	3.230	2.739	3.596	3.542	9.654	10.698	9.687
cdk16	1.605	1.630	1.622	0.828	0.958	0.800	1.991	2.107	2.243
comta	14.556	14.303	14.237	1.780	1.270	1.556	17.127	16.529	18.645
grm6a	0.475	0.453	0.462	0.345	0.180	0.314	0.041	0.044	0.151
LOC127963433	2.108	2.106	2.074	1.241	1.370	1.388	1.893	2.141	2.746
LOC127963436	4.626	4.450	4.437	2.860	2.071	1.556	10.817	10.158	9.856
LOC127963437	3.184	3.198	3.081	3.361	3.381	3.058	1.307	1.939	4.573
LOC127963596	1.570	1.618	1.527	0.650	1.005	0.643	2.424	2.188	1.687
LOC127962922	0.008	0.008	0.008	0.000	0.000	0.000	0.024	0.013	0.056
otud5a	8.153	8.131	7.904	4.884	4.049	3.442	4.192	4.631	5.093
LOC127964021	33.313	33.578	33.964	16.802	13.806	11.072	32.238	33.143	17.393
LOC127962916	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963961	0.735	0.686	0.700	0.587	0.382	0.409	1.893	1.700	0.454
LOC127963644	3.965	3.985	4.152	2.097	1.936	1.817	8.221	8.892	5.951
slc6a8	1.947	1.965	2.026	2.455	2.850	2.479	3.707	3.676	0.817
pnck	0.143	0.173	0.177	0.252	0.133	0.246	0.240	0.157	0.000
plxna3	2.215	2.207	2.183	1.981	1.609	1.496	5.456	5.658	1.655
LOC127962951	4.307	4.188	4.097	3.618	3.837	3.998	2.213	2.230	2.567
mon1ba	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127962954	1.432	1.416	1.325	0.691	0.657	0.880	1.221	1.234	1.054
LOC127962903	0.369	0.403	0.395	0.111	0.158	0.089	0.019	0.055	0.165
LOC127964134	0.000	0.000	0.000	0.057	0.014	0.049	0.000	0.000	0.008
LOC127964135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964137	0.000	0.000	0.000	0.047	0.000	0.040	0.000	0.000	0.000
LOC127964138	0.000	0.000	0.000	0.023	0.020	0.000	0.000	0.000	0.000
LOC127964139	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.000
si:dkey-8e10.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
tafa5l	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.060	0.000
LOC127963611	0.768	0.768	0.784	1.176	0.944	0.684	1.351	1.364	1.582
LOC127963613	78.569	77.762	77.638	25.251	19.387	17.563	59.205	59.019	37.245
LOC127964140	0.059	0.060	0.061	0.000	0.007	0.007	0.074	0.036	0.024
LOC127963612	0.037	0.025	0.026	0.011	0.039	0.048	0.020	0.021	0.023
LOC127963615	0.856	0.847	0.864	0.997	1.149	1.426	1.554	1.121	1.932
dennd2c	2.258	2.247	2.166	1.180	0.984	1.237	0.485	0.461	0.388
ampd1	0.481	0.353	0.374	0.013	0.000	0.011	0.088	0.142	0.129
LOC127963616	3.425	3.399	3.333	2.745	4.395	4.424	7.143	6.864	6.606
asb13b	9.787	9.624	9.509	5.617	3.948	3.783	11.700	10.181	11.786
plekha2	4.169	4.133	4.134	2.470	2.237	2.127	3.150	3.234	2.905
tasor2	4.535	4.419	4.407	3.344	3.119	2.866	5.265	5.174	4.199
pip5k1bb	1.943	1.982	1.816	1.460	1.366	1.348	0.388	0.506	0.843
LOC127962925	1.251	1.403	1.407	0.407	0.511	0.567	1.731	1.997	1.541
LOC127964142	0.294	0.247	0.252	0.173	0.126	0.137	0.150	0.092	0.351
LOC127963294	14.187	13.686	13.734	8.719	6.596	5.950	9.451	9.691	11.927
fnbp1a	1.893	1.821	1.892	0.604	0.404	0.379	0.509	0.575	0.400
ift81	0.922	0.947	0.966	0.396	0.369	0.169	0.698	0.657	0.175
LOC127963602	0.309	0.303	0.390	0.325	0.144	0.360	0.429	0.454	0.645
anapc7	1.330	1.308	1.349	0.466	0.474	0.354	0.686	0.640	0.800
rapgef1a	1.978	1.957	1.921	0.865	0.827	0.715	0.665	0.589	0.863
med27	2.227	2.055	2.037	2.138	1.932	2.224	2.514	3.135	1.955
ntng2a	2.108	1.983	2.072	7.972	5.436	4.645	3.216	3.547	4.569
endog	0.207	0.319	0.217	0.837	0.530	0.306	2.306	1.983	1.647
dab2ipa	0.437	0.457	0.467	0.329	0.280	0.369	0.098	0.144	0.156
phf19	0.703	0.800	0.689	0.441	0.429	0.740	0.079	0.150	0.163
traf1	1.175	1.261	1.148	0.745	1.217	1.375	0.414	0.341	0.272
fibcd1a	0.350	0.312	0.318	0.000	0.000	0.000	0.027	0.028	0.012
LOC127964091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127962833	0.418	0.334	0.341	0.301	0.494	0.311	0.037	0.280	0.261
slc2a6	0.155	0.160	0.163	0.162	0.061	0.123	0.062	0.067	1.001
kif2a	6.553	6.662	6.435	3.692	4.594	4.533	3.899	3.311	4.174
cept1a	1.514	1.521	1.700	1.864	1.356	1.616	2.722	2.770	3.665
LOC127963738	4.460	4.465	4.648	5.829	4.038	3.238	2.460	1.855	2.703
dennd2da	5.915	5.799	5.846	7.225	6.080	4.603	3.594	3.016	3.992
spag17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
sap30bp	2.850	2.832	2.794	2.299	2.830	3.073	3.873	4.155	4.091
itgb4	1.753	1.737	1.687	0.384	0.427	0.388	0.041	0.061	0.085
zgc:194990	0.028	0.014	0.044	1.098	1.750	2.513	0.000	0.000	0.065
si:ch73-61d6.3	2.721	2.453	2.502	2.963	2.304	2.240	4.613	4.257	2.620
kcnn1b	0.022	0.023	0.023	0.000	0.000	0.000	0.042	0.039	0.000
LOC127963341	11.118	11.081	10.890	9.468	11.245	12.121	11.618	11.264	16.225
slc5a5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
jak3	1.127	1.235	1.151	0.438	0.358	0.314	0.266	0.253	0.382
LOC127963080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963990	0.692	0.700	0.681	0.479	0.595	0.763	0.217	0.310	0.158
lonrf1l	9.948	9.815	9.961	3.967	2.934	2.831	10.759	12.046	9.012
LOC127963037	0.077	0.079	0.081	0.321	0.182	0.517	0.000	0.100	0.000
LOC127963919	1.600	1.497	1.552	0.888	0.784	0.870	1.276	1.257	0.566
serping1	214.215	211.866	208.267	193.353	170.589	144.871	392.434	391.438	186.393
LOC127963582	4.790	4.525	4.649	5.701	4.956	3.048	9.390	7.900	7.691
si:dkeyp-110g5.4	2.871	2.718	2.745	1.779	2.231	2.712	5.693	5.768	5.209
atp2b3a	0.018	0.019	0.019	0.131	0.144	0.151	0.015	0.000	0.056
ugt5e1	1.246	1.290	1.205	0.791	0.624	0.650	2.477	1.948	1.346
dedd	2.256	2.365	2.301	1.362	0.982	1.059	4.083	3.685	2.748
bgna	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
si:dkey-6n6.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963581	4.744	5.152	4.683	3.446	3.033	3.370	5.309	5.096	4.655
LOC127963583	6.695	6.756	6.498	6.011	7.139	7.870	8.304	8.712	9.471
ndufb11	11.141	10.724	12.154	7.729	9.690	9.979	25.501	28.760	31.917
LOC127963575	4.319	4.256	4.124	2.182	1.421	1.560	2.021	2.302	5.689
LOC127963571	16.060	15.347	15.323	10.727	9.403	6.942	10.170	10.822	12.061
xpr1a	0.079	0.101	0.082	0.091	0.170	0.140	0.000	0.011	0.043
acbd6	3.415	3.341	3.126	1.542	1.716	2.206	3.587	4.590	6.829
lhx4	0.609	0.638	0.600	0.135	0.067	0.135	0.166	0.252	0.251
qsox1	53.585	53.209	52.763	32.680	28.392	22.548	33.500	35.027	22.873
cep350	2.568	2.630	2.488	2.740	2.239	2.018	2.356	2.405	2.687
LOC127962973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127962971	0.058	0.060	0.061	0.000	0.000	0.000	0.000	0.000	0.000
si:dkey-21p1.3	0.012	0.013	0.013	0.040	0.000	0.034	0.000	0.000	0.000
soat1	0.401	0.380	0.387	0.085	0.133	0.158	0.149	0.080	0.000
abl2	0.748	0.748	0.848	0.937	1.091	0.872	1.804	1.690	1.198
fnbp1l	3.416	3.192	3.155	1.908	2.903	3.141	2.814	2.713	1.924
bcar3	0.644	0.564	0.565	0.228	0.358	0.321	0.167	0.147	0.160
paox1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
mrpl55	3.256	3.108	3.051	2.695	3.780	5.453	5.370	5.909	6.584
slc5a9	2.363	2.308	2.250	1.529	2.057	1.877	1.102	1.054	0.248
gclm	4.203	4.106	4.081	3.171	2.588	3.010	9.393	9.550	6.157
dnttip2	0.940	0.950	0.878	1.257	1.036	1.323	2.137	1.931	1.923
agbl4	0.000	0.000	0.000	0.077	0.072	0.000	0.053	0.114	0.256
LOC127962919	3.801	3.795	3.752	2.142	2.066	1.870	2.803	2.879	2.583
elavl4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
dmrta2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
faf1	1.829	1.801	1.811	2.689	2.912	3.390	2.376	2.646	1.209
cdkn2c	0.229	0.249	0.239	0.139	0.231	0.175	0.092	0.043	0.000
rnf11b	2.960	3.211	3.000	2.749	2.906	3.041	4.037	3.838	2.416
ttc39a	1.224	1.102	1.069	0.616	0.426	0.595	0.264	0.245	0.906
LOC127963427	2.630	2.598	2.560	1.961	1.910	1.651	2.134	1.970	1.701
calr	11.809	11.831	12.724	14.723	11.586	9.681	28.158	26.856	14.483
LOC127964184	64.038	66.241	63.951	42.206	30.329	21.760	157.944	158.329	128.341
LOC127963462	9.944	9.594	9.759	5.624	4.536	4.099	4.720	4.671	4.877
si:ch211-198n5.11	5.009	4.950	5.210	4.000	3.447	1.901	5.508	5.614	5.094
LOC127964249	0.693	0.750	0.903	0.624	0.664	0.399	1.581	1.228	1.194
depdc1a	0.147	0.140	0.154	0.834	1.198	1.480	0.000	0.000	0.029
smim15	4.636	4.645	4.855	4.011	6.568	6.606	5.617	5.060	6.691
LOC127963751	0.276	0.397	0.289	0.153	0.544	0.501	0.133	0.167	0.233
LOC127963749	0.156	0.142	0.127	0.152	0.129	0.184	0.139	0.067	0.049
LOC127963597	1.773	1.830	1.723	1.209	1.019	1.324	2.345	2.926	1.849
rab3c	0.000	0.023	0.000	0.272	0.036	0.161	0.073	0.117	0.021
LOC127963818	6.185	5.800	6.029	10.278	8.078	7.773	1.226	1.108	1.907
LOC127963817	24.816	23.485	23.373	8.650	8.268	6.581	5.747	6.334	5.235
mier3b	2.074	2.042	2.074	1.563	1.170	1.562	2.736	2.825	2.152
mrps36	22.057	22.409	21.768	14.374	16.009	13.689	28.132	27.722	32.232
LOC127963243	0.633	0.650	0.663	1.618	2.494	2.046	1.429	1.482	2.628
pola2	0.329	0.320	0.290	0.640	0.354	0.737	0.028	0.149	0.097
dimt1l	0.604	0.693	0.707	1.232	1.734	1.961	3.053	2.571	3.943
skia	1.072	1.042	1.027	0.520	0.619	0.773	0.645	0.707	0.381
si:ch73-70k4.1	0.027	0.028	0.028	0.225	0.361	0.287	0.152	0.151	0.405
prkcz	1.240	1.156	1.185	0.765	0.501	0.618	0.909	0.821	0.765
si:ch211-150o23.3	2.090	1.997	1.913	0.924	1.222	0.944	1.246	1.303	1.219
LOC127963742	0.434	0.403	0.411	0.096	0.195	0.310	0.166	0.285	0.194
slc44a5b	0.520	0.490	0.466	0.139	0.325	0.267	0.276	0.176	0.126
LOC127963837	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963833	0.036	0.037	0.038	0.000	0.000	0.000	0.086	0.103	0.000
LOC127964151	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.025	0.055
fpgt	0.491	0.482	0.480	0.424	0.537	0.379	0.619	0.375	0.481
lrriq3	0.035	0.036	0.036	0.000	0.000	0.000	0.000	0.060	0.000
acot11b	0.099	0.101	0.103	0.026	0.200	0.233	0.011	0.000	0.000
ssbp3b	11.013	11.096	11.022	4.277	4.160	4.563	2.453	2.565	3.911
LOC127963000	0.925	1.082	1.131	14.719	15.918	20.787	0.496	0.244	0.434
LOC127962999	0.262	0.249	0.254	0.000	0.000	0.000	0.000	0.000	0.000
rps8b	0.628	0.655	0.605	0.267	0.282	0.308	0.144	0.178	0.353
elovl8b	25.051	23.963	24.381	10.024	8.442	6.358	13.639	12.446	14.121
mutyh	8.382	8.385	8.085	9.294	7.365	7.220	2.374	2.516	7.703
LOC127963352	1.360	1.396	1.350	0.625	0.532	0.491	0.997	0.959	1.199
armh1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
guk1b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
rnf220b	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000
dmap1	1.209	1.208	1.166	1.501	1.904	2.183	0.601	0.644	1.625
obscna	0.052	0.048	0.049	0.029	0.016	0.037	0.000	0.000	0.000
zgc:153738	0.565	0.542	0.552	0.531	1.061	1.159	0.030	0.032	0.106
alkal1	1.165	1.090	1.112	0.048	0.143	0.143	0.000	0.000	0.000
mindy4	1.141	0.982	1.050	0.341	0.399	0.445	0.222	0.248	0.259
nexn	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
tab3	6.619	6.272	6.291	2.925	3.384	3.085	3.542	3.478	2.347
tmem47	3.631	3.634	3.514	0.680	0.929	1.112	0.443	0.396	0.445
prrg1	1.552	1.585	1.571	0.906	0.629	0.835	2.265	2.527	1.609
cpox	2.351	2.360	2.277	4.366	4.122	5.327	1.392	1.524	2.468
ccdc181	0.000	0.000	0.000	0.093	0.020	0.050	0.061	0.065	0.142
fsd1	0.803	0.726	0.791	0.454	0.302	0.435	0.982	1.343	1.078
stap2b	1.300	1.264	1.254	1.772	1.239	1.781	0.344	0.251	0.449
mpnd	2.658	2.729	2.803	1.946	1.585	1.529	1.483	1.416	1.228
LOC127963874	4.521	4.334	4.275	1.952	2.701	2.265	2.617	2.493	2.520
LOC127963876	3.001	3.097	2.941	1.120	1.058	0.828	5.914	5.700	3.015
LOC127963877	0.309	0.347	0.311	0.126	0.078	0.091	0.033	0.025	0.085
LOC127963878	1.070	1.243	1.096	1.235	1.249	1.288	2.033	2.154	1.164
LOC127963880	6.116	6.073	6.125	4.168	4.202	4.481	6.738	7.084	6.454
LOC127963879	24.201	25.080	24.707	28.071	20.044	15.883	151.071	150.763	61.238
LOC127963883	1.569	1.508	1.506	2.034	1.714	2.245	0.470	0.504	0.418
mpeg1.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055
LOC127963885	0.000	0.000	0.000	0.035	0.049	0.099	0.020	0.000	0.141
LOC127963886	4.418	4.819	4.356	3.084	3.366	4.456	5.344	5.274	5.581
LOC127963887	3.645	3.767	3.759	2.419	1.648	1.806	3.711	3.517	4.306
LOC127963889	8.895	8.868	8.776	7.275	6.445	5.126	15.996	15.078	13.589
LOC127963890	1.701	1.472	1.432	1.882	2.076	3.052	2.465	2.329	0.844
LOC127963892	0.000	0.000	0.000	0.000	0.000	0.000	0.135	0.121	0.053
LOC127963891	1.653	1.590	1.606	1.331	1.282	1.192	1.668	1.470	0.710
LOC127963895	4.180	4.217	4.102	2.442	2.299	2.361	2.711	2.503	5.264
LOC127963896	0.020	0.020	0.021	0.000	0.000	0.000	0.095	0.000	0.000
LOC127963897	0.146	0.150	0.153	0.058	0.000	0.049	0.353	0.306	0.196
LOC127963898	0.208	0.213	0.218	0.074	0.101	0.126	0.206	0.289	0.165
LOC127963899	0.640	0.598	0.610	0.054	0.069	0.161	0.023	0.000	0.000
LOC127963901	0.827	0.849	0.866	0.514	0.574	0.312	0.397	0.543	0.162
znf692	2.637	2.412	2.517	0.846	0.664	0.736	0.432	0.495	0.790
LOC127963903	0.772	0.717	0.751	0.570	0.485	0.493	1.403	1.426	0.207
LOC127963905	0.863	0.750	0.738	0.570	0.985	0.938	0.439	0.524	0.206
LOC127963906	4.333	4.062	4.021	0.760	0.858	0.741	2.323	2.334	0.628
LOC127963907	1.306	1.195	1.237	0.723	0.924	1.107	0.428	0.253	0.416
acer1	1.819	1.789	1.665	0.549	0.890	1.239	0.185	0.264	0.000
LOC127963910	0.485	0.422	0.469	0.276	0.279	0.442	0.232	0.137	0.210
adamts10	0.608	0.667	0.598	0.210	0.291	0.379	0.072	0.041	0.000
LOC127963912	1.222	1.213	1.266	0.633	0.317	0.487	0.647	0.567	0.478
mob3a	10.375	9.732	9.503	5.533	3.756	5.403	13.885	15.195	13.594
mknk2b	16.273	15.890	16.193	25.769	23.828	23.149	38.872	37.104	31.595
rexo1	3.805	3.725	3.706	2.520	2.385	2.552	3.676	3.401	3.212
zgc:101100	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.143	0.000
csnk1g2b	4.982	5.138	4.917	3.355	2.459	2.879	7.451	7.341	5.711
mfsd12b	0.097	0.100	0.131	0.756	0.873	1.191	0.111	0.239	0.104
nfic	2.887	2.861	2.847	1.174	1.274	1.190	1.554	1.564	1.570
smim24	0.111	0.114	0.116	0.051	0.438	0.505	0.000	0.024	0.000
dohh	2.583	2.710	2.587	2.820	2.702	3.374	7.565	7.252	7.897
LOC127962993	0.788	0.749	0.702	0.510	0.900	0.808	0.158	0.221	0.111
fzr1a	4.164	4.035	3.940	6.929	6.692	7.018	4.528	3.647	2.397
haus5	0.126	0.146	0.165	2.652	3.252	4.474	0.000	0.000	0.000
LOC127964267	0.734	0.697	0.682	0.512	0.567	0.590	0.601	0.681	0.909
LOC127963451	65.728	64.966	64.303	9.903	8.221	8.873	37.330	37.616	53.381
LOC127963452	3.567	3.462	3.707	3.609	6.894	7.431	13.435	13.213	7.913
LOC127963454	6.045	6.133	6.234	2.833	3.201	3.198	10.804	10.896	5.884
LOC127962992	18.580	17.889	17.975	14.771	15.225	12.480	26.050	28.623	32.585
LOC127963924	4.370	4.487	4.387	2.831	3.269	3.222	11.856	11.401	5.492
porcn	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963564	1.179	1.430	1.234	3.304	2.926	3.691	8.724	8.189	9.271
gls2a	0.000	0.000	0.012	0.342	0.155	0.392	0.204	0.120	0.152
col2a1a	0.000	0.000	0.000	0.006	0.005	0.000	0.000	0.000	0.000
cry3a	32.489	32.072	31.956	16.958	15.938	12.584	22.795	22.745	25.341
LOC127963052	0.030	0.031	0.031	0.000	0.000	0.000	0.000	0.000	0.000
itpr3	0.256	0.246	0.243	0.229	0.332	0.373	0.089	0.095	0.066
LOC127963004	50.583	49.448	49.043	25.648	28.123	30.122	12.968	12.116	34.530
ela2l	78.473	84.212	87.436	84.356	79.194	79.915	203.491	201.832	432.860
ela2	109.178	117.735	115.834	81.176	73.711	63.310	210.899	199.529	608.771
fhad1	0.383	0.412	0.669	0.177	0.072	0.166	0.411	0.268	4.518
ajap1	0.006	0.006	0.006	0.000	0.000	0.000	0.000	0.010	0.000
nphp4	0.168	0.160	0.190	0.156	0.051	0.143	0.036	0.006	0.146
dffb	12.091	11.526	11.842	6.305	4.454	3.969	4.933	4.407	9.936
