GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
gpatch3	5.339	5.365	5.183	2.484	1.500	1.657	4.355	3.606	4.332
sacm1lb	1.348	1.384	1.346	1.657	1.668	1.999	1.920	2.028	2.612
LOC127974504	0.357	0.318	0.309	0.244	0.098	0.141	0.629	0.555	0.901
ggctb	18.352	19.232	18.867	10.224	10.070	9.319	27.083	26.147	27.041
LOC127974507	0.991	0.882	0.909	0.943	1.539	1.429	1.304	1.497	0.646
fzd1	0.427	0.447	0.418	0.092	0.143	0.100	0.182	0.235	0.034
LOC127975272	0.069	0.060	0.061	0.034	0.037	0.017	0.038	0.009	0.000
LOC127975271	0.290	0.248	0.253	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975269	0.052	0.065	0.054	0.069	0.059	0.014	0.014	0.045	0.135
LOC127975273	0.089	0.092	0.094	0.028	0.094	0.117	0.096	0.064	0.098
LOC127975274	5.046	4.763	4.887	1.656	2.949	2.996	6.060	7.460	2.593
xrcc1	1.463	1.405	1.433	1.285	1.294	1.262	1.624	1.361	0.898
LOC127975278	4.127	3.971	3.999	3.852	2.998	2.340	4.726	4.932	3.161
ethe1	30.283	29.793	29.371	14.933	12.089	10.969	22.782	22.814	29.600
phldb3	1.984	1.772	1.740	1.671	2.236	2.341	1.309	1.307	1.209
LOC127974762	0.153	0.157	0.160	0.000	0.000	0.000	0.000	0.044	0.000
LOC127975281	54.371	54.747	52.779	41.158	47.939	50.693	116.805	131.727	80.509
nr0b2a	4.543	4.567	4.593	4.903	4.523	3.609	3.143	3.807	1.626
kdf1a	0.576	0.591	0.603	1.115	1.431	1.490	0.058	0.062	0.000
tpbgl	0.024	0.025	0.025	0.000	0.000	0.000	0.000	0.021	0.000
tmem222a	5.226	5.153	5.169	3.913	2.156	2.683	5.731	6.399	3.459
wdtc1	27.333	27.002	26.101	15.755	13.654	11.885	13.390	12.968	16.107
cndp1	0.616	0.523	0.712	0.236	0.184	0.151	0.410	0.458	0.000
LOC127975289	0.795	0.552	0.637	0.930	0.497	0.701	0.225	0.242	0.000
azi2	1.582	1.455	1.423	0.960	0.902	1.156	1.567	1.715	1.455
cmc1	9.806	10.010	9.914	10.853	10.449	9.301	26.141	23.111	22.787
eomesb	0.170	0.175	0.178	0.000	0.013	0.040	0.096	0.117	0.000
LOC127975293	0.000	0.000	0.000	0.215	0.464	0.549	0.000	0.000	0.000
iqgap3	0.078	0.080	0.082	0.054	0.061	0.015	0.000	0.000	0.000
LOC127974763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975303	0.139	0.163	0.145	0.018	0.063	0.016	0.096	0.068	0.074
LOC127975302	0.011	0.012	0.012	0.000	0.000	0.000	0.009	0.029	0.000
LOC127975306	0.832	0.892	0.780	0.276	0.518	0.499	1.665	1.680	1.070
LOC127974764	0.214	0.176	0.179	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975304	0.678	0.622	0.635	0.214	0.351	0.436	0.158	0.277	0.000
LOC127975296	2.469	2.565	2.508	1.882	1.513	1.362	2.168	2.109	2.512
LOC127975298	4.514	4.420	4.433	2.742	2.499	2.072	2.601	2.589	2.762
clk2b	4.323	4.528	4.216	4.193	4.040	3.410	3.825	4.118	2.919
LOC127975314	0.807	0.829	0.816	0.592	1.491	1.778	1.341	1.535	1.095
LOC127975300	137.319	135.850	135.327	30.286	24.874	19.965	73.539	73.317	33.739
LOC127975297	0.840	0.848	0.846	0.098	0.072	0.054	1.073	0.970	0.310
LOC127975309	0.234	0.210	0.291	0.000	0.035	0.058	0.170	0.183	0.041
LOC127975301	43.480	42.995	42.147	17.689	12.867	10.115	19.709	19.338	18.124
fbxo43	0.156	0.120	0.123	1.627	2.741	2.992	0.031	0.000	0.000
LOC127975312	0.297	0.211	0.216	0.021	0.000	0.018	0.000	0.000	0.000
LOC127975313	0.042	0.086	0.044	0.000	0.033	0.017	0.000	0.000	0.000
LOC127975316	0.111	0.114	0.117	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976051	0.057	0.058	0.059	0.000	0.000	0.000	0.160	0.122	0.106
LOC127975936	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976047	0.050	0.052	0.053	0.000	0.000	0.000	0.181	0.000	0.306
LOC127976048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.023
LOC127976049	0.000	0.000	0.000	0.032	0.000	0.027	0.000	0.000	0.000
LOC127976046	0.299	0.360	0.245	0.276	0.246	0.297	0.449	0.235	0.402
LOC127976017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975846	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975937	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975862	2.118	3.063	2.218	9.277	15.324	19.779	0.208	0.298	0.081
supt7l	0.652	0.574	0.586	0.517	0.514	0.496	0.318	0.241	0.764
LOC127975843	0.206	0.188	0.192	0.329	0.334	0.226	0.920	0.909	0.837
si:dkey-16j16.4	0.206	0.236	0.216	0.045	0.076	0.076	0.360	0.209	0.204
LOC127975863	8.715	8.216	8.242	2.540	2.122	1.542	8.806	6.602	6.706
rbks	16.694	16.062	15.979	6.264	4.942	5.189	14.634	11.198	13.028
babam2	8.051	7.764	7.408	2.798	2.530	1.872	8.974	8.765	7.086
fosl2	159.703	159.487	155.331	44.801	32.584	27.950	155.953	151.478	82.874
LOC127975844	2.742	2.761	2.747	1.801	1.774	1.505	5.918	5.150	3.277
LOC127975855	3.303	3.180	3.319	2.574	1.906	1.317	0.719	1.408	1.349
LOC127975856	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975847	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975838	0.023	0.032	0.024	0.012	0.007	0.004	0.000	0.004	0.008
gnmt	49.559	48.491	47.755	26.828	24.711	25.868	23.715	23.806	28.696
LOC127975848	0.041	0.050	0.043	0.014	0.018	0.006	0.139	0.146	0.046
mthfd1b	27.570	27.316	27.043	18.043	17.562	18.113	40.939	42.086	43.230
znf292a	1.960	1.898	1.916	1.203	1.256	1.303	1.404	1.382	1.927
LOC127975954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975955	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000
fcf1	11.684	11.296	11.237	17.549	22.755	27.785	25.233	22.521	36.930
arel1	2.034	2.050	1.915	0.994	1.176	0.974	2.332	2.502	1.485
gpx2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
orc3	2.264	2.401	2.229	2.343	2.315	2.129	2.662	2.662	2.163
tfb1m	4.168	4.218	3.984	3.144	2.184	1.979	6.227	5.931	7.831
LOC127975858	0.145	0.167	0.143	0.175	0.156	0.076	0.424	0.383	0.288
tiam2a	1.594	1.642	1.629	1.363	1.503	1.457	4.293	4.009	2.596
scaf8	3.426	3.562	3.424	4.278	5.302	5.580	4.255	4.276	4.040
LOC127975958	0.000	0.000	0.000	0.000	0.000	0.036	0.109	0.000	0.000
LOC127975822	0.235	0.286	0.247	0.455	0.320	0.287	0.069	0.092	0.160
LOC127975960	0.043	0.044	0.045	0.000	0.000	0.000	0.239	0.184	0.080
LOC127975962	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975809	0.000	0.000	0.039	0.017	0.015	0.000	0.091	0.000	0.000
LOC127975817	5.307	5.333	5.155	1.573	1.572	1.575	3.098	2.209	2.550
LOC127975806	0.143	0.147	0.112	0.000	0.000	0.000	0.029	0.031	0.000
LOC127975811	2.357	2.368	2.311	0.631	0.608	0.483	0.629	0.501	0.376
cdin1	0.740	0.781	0.752	1.036	0.633	1.317	0.441	0.382	0.119
vash1	0.033	0.034	0.035	0.000	0.000	0.000	0.000	0.000	0.094
LOC127975807	19.698	20.101	19.558	10.539	10.508	8.149	17.405	15.942	14.398
LOC127975825	0.000	0.000	0.000	0.132	0.101	0.124	0.126	0.061	0.000
LOC127975810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975820	2.158	2.059	2.100	1.254	1.580	1.416	1.243	1.531	1.056
LOC127975812	3.250	3.437	3.370	2.124	1.822	0.906	1.598	1.840	1.167
ttll5	0.223	0.180	0.192	0.170	0.182	0.170	0.365	0.186	0.194
erg28	6.184	6.132	6.440	9.120	8.407	5.018	42.220	42.677	30.366
LOC127975808	0.048	0.049	0.050	0.103	0.031	0.100	0.070	0.089	0.015
LOC127975821	1.606	1.588	1.620	0.440	0.484	0.688	1.068	0.940	0.242
LOC127975815	0.101	0.086	0.070	0.000	0.106	0.132	0.040	0.087	0.031
LOC127975824	0.149	0.229	0.156	0.103	0.000	0.205	1.373	0.897	0.696
LOC127975805	3.808	4.052	3.783	3.949	4.482	4.370	13.258	12.573	8.845
LOC127975799	0.039	0.054	0.041	0.048	0.010	0.077	0.047	0.051	0.000
LOC127975813	0.667	0.649	0.625	0.162	0.083	0.097	0.226	0.242	0.000
LOC127975819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042
ddhd1a	0.515	0.508	0.504	0.328	0.347	0.253	0.832	0.576	0.676
fermt2	10.160	9.894	10.167	5.131	5.139	3.898	6.908	7.191	4.428
stxbp6	2.089	1.921	1.931	3.713	3.926	4.891	2.128	1.895	2.380
LOC127975780	0.010	0.010	0.020	0.000	0.015	0.023	0.000	0.004	0.000
LOC127975992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
aqr	1.634	1.647	1.566	0.817	0.828	0.625	1.795	1.988	1.019
paplna	0.104	0.071	0.072	0.077	0.011	0.076	0.083	0.071	0.000
psen1	4.179	4.275	4.251	2.540	2.410	2.037	4.592	4.773	3.426
adi1	20.126	19.487	19.878	12.082	9.023	9.014	30.346	31.781	34.805
trappc12	2.533	2.717	2.639	1.734	1.287	1.299	1.923	2.249	3.026
eipr1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
myt1lb	0.288	0.296	0.278	0.005	0.040	0.018	0.018	0.049	0.085
LOC127976189	5.540	5.350	5.298	2.352	1.989	1.816	3.037	3.306	2.873
zgc:113142	0.140	0.123	0.126	0.721	0.882	1.009	0.000	0.000	0.000
ccr6b	0.520	0.500	0.527	0.015	0.141	0.141	0.000	0.000	0.000
atp6v1c2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976012	0.088	0.113	0.093	0.051	0.026	0.052	0.036	0.038	0.321
nol10	0.174	0.143	0.146	0.000	0.000	0.000	0.000	0.060	0.000
odc1	8.660	9.220	8.606	5.133	4.672	3.704	18.974	19.108	7.443
LOC127975989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
exd2	1.033	1.086	0.955	3.239	3.860	5.025	2.100	1.949	1.253
numb	0.428	0.360	0.381	0.660	0.634	0.737	1.407	1.454	0.231
LOC127976759	0.652	0.610	0.622	0.094	0.457	0.389	0.023	0.000	0.054
LOC127976275	8.567	8.410	8.229	4.354	3.663	3.109	4.130	4.185	3.563
LOC127976465	2.471	2.435	2.442	1.235	1.507	0.770	1.105	1.048	2.502
LOC127976464	1.020	1.064	1.001	0.438	0.386	0.311	0.194	0.270	0.640
tmem30aa	5.993	5.659	5.579	3.353	2.899	2.918	4.027	4.464	1.785
LOC127976467	5.493	5.132	5.046	4.040	4.115	3.623	11.504	9.626	12.194
col12a1a	1.797	1.726	1.703	0.494	0.663	0.832	0.085	0.050	0.084
LOC127976231	0.132	0.136	0.129	0.122	0.104	0.056	0.085	0.091	0.165
LOC127976228	5.800	5.663	5.625	2.769	2.307	2.093	4.672	4.396	3.554
kiz	1.561	1.449	1.478	0.819	0.769	0.935	0.675	0.673	0.352
nkx2.4a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
nkx2.2a	0.000	0.000	0.000	0.033	0.070	0.000	0.000	0.000	0.099
pax1a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976649	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000
LOC127975970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976109	5.605	5.930	5.544	2.117	1.545	1.425	4.941	5.180	9.468
LOC127976108	0.017	0.053	0.054	0.000	0.000	0.000	0.069	0.015	0.160
LOC127976111	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.041	0.000
LOC127976106	1.118	1.041	1.050	0.810	0.781	0.863	1.490	1.212	1.177
LOC127976112	2.145	2.190	2.044	0.673	0.497	0.555	3.438	3.375	3.794
LOC127976119	0.026	0.027	0.028	0.000	0.000	0.000	0.042	0.137	0.297
LOC127976120	0.000	0.011	0.000	0.064	0.055	0.017	0.000	0.000	0.000
LOC127976117	1.741	1.754	2.030	9.722	13.688	14.614	0.686	0.708	0.215
LOC127976118	3.369	3.108	3.152	2.373	1.630	2.240	6.321	6.148	4.584
LOC127976113	0.420	0.409	0.417	0.102	0.122	0.140	1.243	0.877	0.269
amy2al2	75.354	75.783	75.521	37.083	31.290	25.706	30.311	29.975	39.931
LOC127976123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
smoc1	37.131	36.072	36.320	22.156	17.479	12.494	7.771	7.312	11.602
LOC127976126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976128	1.651	1.728	1.594	1.388	1.469	1.311	2.498	2.735	2.059
alk	0.009	0.014	0.009	0.000	0.000	0.000	0.004	0.004	0.000
LOC127976423	0.980	0.968	0.968	0.553	0.507	0.722	0.675	0.652	0.639
LOC127975956	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976487	1.413	1.297	1.353	0.680	0.821	0.546	1.181	1.316	0.936
LOC127976490	13.561	13.443	13.579	11.047	9.610	8.649	19.995	18.608	11.172
mocs3	10.091	10.597	10.088	3.415	3.921	3.510	7.795	7.908	16.849
prkd3	2.383	2.313	2.246	2.291	1.826	1.880	1.415	1.313	1.414
LOC127975833	86.784	86.431	85.521	32.670	25.882	21.241	94.158	94.998	63.958
LOC127976655	0.010	0.049	0.010	0.150	0.279	0.324	0.000	0.000	0.000
LOC127975783	0.153	0.180	0.160	0.081	0.086	0.069	0.000	0.000	0.000
chmp3	2.461	2.605	2.360	2.469	2.819	3.704	3.453	4.031	3.566
LOC127976292	2.100	2.111	2.256	0.731	0.657	0.572	0.983	0.821	1.663
mrpl35	20.519	20.583	21.105	13.737	16.784	13.828	35.797	39.537	51.488
LOC127976744	1.463	1.624	1.325	2.011	1.635	1.403	3.605	3.766	1.852
LOC127975995	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.131	0.053
LOC127976201	1.962	2.044	1.904	0.998	0.923	0.701	7.126	6.879	3.942
cfap99	0.085	0.087	0.089	0.000	0.000	0.000	0.125	0.183	0.000
rtkn2	0.048	0.049	0.050	0.510	0.670	0.700	0.222	0.186	0.247
LOC127975946	0.624	0.543	0.554	0.022	0.100	0.106	0.063	0.075	0.378
LOC127976542	3.804	3.722	4.148	8.445	7.932	7.732	6.526	7.253	5.074
egr2a	20.640	22.714	21.044	8.502	6.648	3.508	22.630	22.687	6.518
jmjd1ca	3.333	3.259	3.281	2.034	1.828	1.637	2.898	2.830	1.671
LOC127976543	7.673	7.544	7.407	4.986	5.031	5.647	12.537	12.282	10.279
amy2al1	5.528	5.208	5.608	3.629	3.398	3.369	1.167	1.532	1.544
msh4	0.143	0.147	0.150	0.070	0.020	0.066	0.000	0.000	0.000
ktn1	8.244	8.081	8.107	4.683	4.378	5.281	6.499	6.581	8.797
LOC127976683	7.020	6.752	6.807	3.595	3.130	2.115	5.137	5.228	5.602
tmem260	1.318	1.271	1.297	0.677	0.703	0.609	0.931	1.010	0.973
otx2b	0.000	0.000	0.000	0.226	0.168	0.398	0.000	0.000	0.000
LOC127976688	1.105	1.059	1.061	1.661	1.407	1.540	1.095	1.064	1.329
naa30	1.695	1.672	1.636	2.198	2.409	2.876	3.903	4.171	2.005
slc35f4	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.030	0.000
LOC127976691	0.516	0.435	0.444	0.102	0.174	0.102	0.874	0.826	0.933
LOC127976692	1.630	1.661	1.551	0.426	0.471	0.560	3.950	4.860	3.020
LOC127976693	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.074	0.000
tmem63c	0.027	0.041	0.000	0.080	0.136	0.058	0.075	0.046	0.000
ngb	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.204
fam161b	0.000	0.000	0.000	0.043	0.239	0.239	0.019	0.020	0.000
coq6	11.460	11.615	11.025	6.088	4.398	3.720	8.077	7.508	9.128
LOC127976699	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
aldh6a1	10.775	11.271	10.791	5.186	5.849	6.229	15.150	16.022	13.363
zgc:163014	2.226	2.481	2.065	6.323	7.452	7.262	4.024	3.714	3.546
tmed8	13.312	13.168	12.718	9.596	8.351	5.366	22.461	20.725	17.799
noxred1	0.064	0.000	0.000	0.030	0.025	0.000	0.078	0.083	0.241
ttbk2a	0.070	0.072	0.073	0.000	0.006	0.018	0.000	0.040	0.000
ganc	3.775	3.620	3.646	1.829	2.155	2.265	2.270	1.880	2.383
capn3a	0.119	0.078	0.102	0.060	0.188	0.248	0.226	0.131	0.294
LOC127976707	1.217	1.222	1.196	0.490	0.443	0.589	0.409	0.485	0.477
LOC127976712	0.204	0.209	0.213	0.031	0.000	0.000	0.055	0.000	0.000
LOC127976711	0.078	0.080	0.082	0.000	0.000	0.000	0.031	0.000	0.000
LOC127976728	1.430	1.424	1.815	1.242	1.297	0.786	1.601	2.615	1.381
LOC127976718	1.821	1.751	1.746	0.561	0.364	0.502	1.045	1.262	1.427
ezra	30.746	30.310	30.730	21.921	21.141	20.976	15.348	14.900	28.360
kcnk3b	0.164	0.191	0.172	0.061	0.017	0.069	0.026	0.038	0.000
marc1	33.145	32.935	32.789	18.110	17.033	12.781	26.273	29.158	20.817
hhipl2	0.022	0.023	0.023	0.051	0.000	0.043	0.000	0.000	0.000
susd4	0.532	0.470	0.480	0.109	0.058	0.082	0.131	0.204	0.166
LOC127976720	3.942	3.724	3.799	1.095	1.152	1.358	1.160	1.117	0.798
si:ch211-202f3.3	0.000	0.000	0.000	0.105	0.212	0.279	0.000	0.000	0.000
LOC127976729	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
vcpkmt	3.351	3.118	3.236	1.986	2.640	2.107	2.524	2.957	3.852
zgc:162184	2.635	2.573	2.730	2.596	2.888	2.192	2.428	2.172	2.509
LOC127976730	0.173	0.200	0.181	0.200	0.102	0.171	0.452	0.429	0.142
arf6b	13.090	13.246	13.068	6.178	5.583	4.810	18.838	18.964	14.888
aspg	39.695	38.585	39.056	21.548	16.042	12.381	14.136	13.257	13.421
kif26ab	0.722	0.680	0.670	0.164	0.098	0.068	0.100	0.078	0.134
LOC127976641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976510	0.220	0.225	0.230	5.383	4.931	4.115	12.661	14.625	1.646
cb17h14orf180	1.266	1.230	1.226	0.567	0.450	0.430	1.083	1.033	1.084
LOC127975877	1.267	1.237	1.210	0.379	0.783	0.794	0.459	0.503	0.535
LOC127976002	0.089	0.091	0.093	0.000	0.000	0.000	0.000	0.051	0.083
LOC127976172	4.973	4.844	4.842	2.528	2.432	2.239	2.459	2.700	2.312
LOC127976173	0.188	0.165	0.169	0.087	0.116	0.138	0.108	0.046	0.025
LOC127976174	0.123	0.112	0.114	0.063	0.043	0.075	0.099	0.059	0.000
eprs1	2.738	2.887	2.777	2.353	2.908	3.346	19.133	18.277	10.717
crim1	1.083	1.015	1.006	0.793	0.934	0.926	1.052	1.001	0.754
slc24a4a	0.020	0.020	0.021	1.125	1.612	1.887	0.000	0.000	0.075
dglucy	3.675	3.729	3.656	1.608	1.369	1.015	1.442	1.048	1.602
LOC127976332	0.416	0.395	0.383	0.086	0.059	0.069	0.145	0.209	0.116
ccdc88c	4.081	3.940	3.896	2.107	2.005	2.245	2.309	2.397	2.900
sptb	6.028	6.027	5.824	2.924	3.345	3.127	1.477	1.656	2.298
stard9	0.350	0.311	0.305	0.188	0.234	0.251	0.118	0.114	0.044
cdan1	0.780	0.732	0.721	1.205	1.607	2.205	0.460	0.443	0.661
rps6ka5	0.153	0.175	0.161	0.098	0.138	0.071	0.178	0.235	0.088
LOC127975949	3.042	2.852	2.910	1.927	2.207	2.683	3.156	4.335	4.197
LOC127976572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
nkx2.9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127975998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
slc25a21	1.319	1.254	1.238	1.330	1.443	1.756	2.864	2.852	2.196
plekhh1	0.059	0.036	0.037	0.163	0.093	0.070	0.869	1.145	0.529
zfp36l1a	7.916	8.107	7.552	4.180	5.305	4.215	11.036	10.890	3.816
tmem229b	0.142	0.145	0.148	0.090	0.164	0.129	0.012	0.000	0.028
mta1	3.436	3.250	3.147	1.435	1.785	1.321	2.830	3.185	2.066
crip2	4.764	4.892	4.590	3.112	3.037	3.386	3.390	3.213	1.517
crip1	174.563	166.658	165.435	19.002	36.319	43.532	3.743	4.015	9.849
mideasb	1.503	1.517	1.489	0.747	0.850	0.859	2.095	2.266	0.815
LOC127976196	0.200	0.199	0.195	0.109	0.218	0.196	0.733	0.691	0.634
LOC127976195	3.078	2.978	3.158	2.824	3.483	3.588	6.178	5.853	3.609
slc30a1b	0.000	0.034	0.000	0.046	0.026	0.000	0.360	0.386	0.311
kif3cb	0.230	0.265	0.240	0.212	0.045	0.249	0.035	0.136	0.000
asxl2	3.081	3.024	2.943	2.119	2.094	1.961	1.792	1.928	2.172
LOC127976612	0.047	0.048	0.049	0.000	0.000	0.000	0.070	0.121	0.000
dnmt3ab	1.295	1.170	1.269	0.638	0.846	0.719	0.535	0.491	0.562
LOC127975879	4.529	4.468	4.303	1.741	1.396	0.926	1.059	0.974	2.210
mapre3a	2.030	1.973	1.928	0.751	0.586	0.406	1.185	1.062	2.042
senp6b	0.038	0.066	0.054	1.431	1.864	2.481	0.062	0.022	0.000
LOC127976418	1.006	1.018	1.017	0.802	1.103	1.089	0.089	0.132	0.305
LOC127976419	0.124	0.118	0.120	0.196	0.243	0.446	0.014	0.015	0.149
LOC127976031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000
LOC127975965	21.052	20.462	20.628	10.500	9.276	6.265	21.917	21.743	13.932
LOC127976016	0.220	0.267	0.230	0.018	0.031	0.000	0.000	0.000	0.000
LOC127976379	1.876	1.832	1.677	0.959	0.589	0.878	0.956	1.118	4.502
LOC127976380	0.557	0.628	0.603	0.432	0.482	0.411	0.578	0.604	3.218
LOC127976521	0.443	0.414	0.527	0.429	0.698	0.715	0.583	0.452	0.113
LOC127976588	3.488	3.429	3.283	2.147	1.745	2.171	3.354	3.269	3.925
iah1	7.237	7.265	6.800	5.058	3.912	5.059	7.026	6.394	7.535
LOC127976591	1.200	1.347	1.345	1.497	1.891	2.246	1.076	1.059	0.628
LOC127976587	1.417	1.384	1.344	1.314	1.138	0.969	0.434	0.339	0.564
mboat2a	1.091	1.179	1.076	0.269	0.251	0.246	2.471	2.743	2.524
kidins220a	6.745	6.516	6.665	3.088	2.553	2.292	5.158	5.529	3.267
LOC127976130	33.180	33.774	32.744	13.894	12.266	9.792	33.536	30.903	29.469
LOC127976622	13.829	13.795	13.942	13.133	11.456	12.831	12.950	12.536	17.870
LOC127976339	4.948	4.806	5.047	4.315	4.306	5.154	4.450	4.070	2.826
LOC127976368	2.349	2.263	2.245	1.310	1.440	1.261	6.178	6.712	3.518
LOC127975880	0.062	0.051	0.052	0.029	0.030	0.025	0.040	0.048	0.041
LOC127976039	3.070	2.878	2.843	1.379	1.788	2.106	0.608	0.547	0.417
LOC127976042	0.878	0.876	0.817	0.192	0.259	0.202	0.255	0.294	0.000
LOC127976040	1.752	1.785	1.684	0.726	0.597	0.784	0.231	0.248	0.208
LOC127976263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976264	0.000	0.000	0.000	0.000	0.000	0.000	0.108	0.077	0.000
LOC127976262	0.743	0.716	0.701	0.772	0.592	0.702	0.383	0.308	0.275
LOC127975967	0.000	0.000	0.000	0.290	0.247	0.106	0.036	0.077	0.000
LOC127976528	4.683	4.724	4.754	2.204	2.605	2.836	3.713	3.470	6.217
LOC127976536	2.610	2.470	2.353	0.882	0.769	0.627	2.443	2.426	2.509
LOC127976534	0.104	0.107	0.109	0.075	0.110	0.128	0.149	0.020	0.043
LOC127976535	2.272	2.529	1.993	1.187	0.999	0.826	3.141	2.759	3.635
LOC127976496	8.542	8.547	8.607	6.929	6.422	5.805	14.348	14.687	13.432
LOC127976804	0.790	0.761	0.759	0.198	0.298	0.234	0.966	0.795	0.432
LOC127976670	0.610	0.552	0.547	0.401	0.354	0.158	0.271	0.298	0.060
LOC127976671	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.436
LOC127976019	0.087	0.090	0.091	0.000	0.000	0.000	0.000	0.000	0.000
LOC127976578	6.002	5.763	5.669	3.176	2.221	2.916	2.195	2.203	3.041
LOC127976378	7.155	7.224	7.121	5.960	4.901	4.789	9.920	10.722	6.548
LOC127976654	6.459	6.373	6.307	6.224	8.441	8.732	9.041	9.628	16.125
cenpf	0.212	0.192	0.196	0.196	0.344	0.398	0.051	0.029	0.076
kcnk2a	0.037	0.038	0.038	0.051	0.000	0.029	0.000	0.000	0.000
cgref1	5.201	5.163	5.249	17.890	22.888	27.391	21.863	23.412	10.087
LOC127975912	9.006	8.782	9.058	29.686	37.708	44.829	32.658	34.175	14.557
xkr5b	0.000	0.000	0.000	0.088	0.087	0.013	0.000	0.055	0.000
eva1a	0.863	0.859	0.821	0.181	0.412	0.320	0.273	0.259	0.318
gcfc2	1.693	1.556	1.587	1.095	1.269	1.457	1.579	1.500	1.365
LOC127975914	6.089	5.942	5.812	5.705	6.033	6.392	5.669	5.604	6.835
grhl1	0.380	0.401	0.356	0.546	0.355	0.379	5.340	4.271	0.281
klf11b	29.028	29.717	29.388	24.018	17.861	12.863	52.588	52.382	31.478
dhx32b	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.168	0.000
LOC127975910	0.095	0.049	0.050	0.000	0.000	0.000	1.105	1.246	0.133
LOC127975893	0.455	0.467	0.445	0.543	0.396	0.416	0.457	0.439	0.337
LOC127975902	2.283	2.296	2.257	1.147	0.739	0.932	2.001	1.918	2.052
LOC127975903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000
eef1akmt2	0.734	0.654	0.617	1.680	1.781	1.755	2.087	2.021	2.400
abraxas2	0.902	0.904	0.843	0.744	0.985	0.695	1.791	1.621	0.917
arhgap5	1.144	1.119	1.090	0.625	0.638	0.413	1.854	2.110	1.147
nubpl	1.614	1.589	1.551	1.718	2.299	2.110	3.481	2.801	3.729
pomt2	4.208	3.869	3.907	3.381	3.661	3.557	3.542	3.746	4.861
